@relation bookkeeper

@attribute LOC_Touched real
@attribute NumberRevisions real
@attribute NumberBugFix real
@attribute LOC_Addedr real
@attribute MAX_LOC_Added real
@attribute Chg_Set_Size real
@attribute Max_Chg_Set real
@attribute AVG_Chg_Set real
@attribute Avg_LOC_Added real
@attribute Buggy {Yes, No}

@data
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
235,4,0,137,137,563,282,140,34,No
348,5,2,252,252,565,282,113,50,Yes
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
1102,14,5,882,545,541,172,38,63,Yes
0,0,0,0,0,0,0,0,0,No
121,3,0,92,81,319,172,106,30,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
194,4,2,179,168,297,172,74,44,Yes
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
669,9,4,507,487,482,172,53,56,Yes
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
209,5,1,203,124,409,172,81,40,Yes
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
611,7,3,541,536,476,172,68,77,Yes
0,0,0,0,0,0,0,0,0,No
167,5,0,148,133,461,172,92,29,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
164,3,0,157,151,335,172,111,52,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
147,1,0,147,147,119,119,119,147,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
271,5,0,139,126,332,172,66,27,No
280,4,0,271,249,327,172,81,67,No
1079,9,1,587,410,538,172,59,65,Yes
1043,6,2,840,714,231,98,38,140,Yes
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
211,4,1,204,204,397,172,99,51,Yes
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
53,2,0,50,50,291,172,145,25,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
206,5,0,184,184,415,172,83,36,Yes
66,3,0,61,61,311,172,103,20,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
221,8,3,168,167,511,172,63,21,Yes
91,4,1,80,80,425,172,106,20,Yes
132,3,0,83,83,389,172,129,27,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
1405,12,3,705,547,558,172,46,58,Yes
0,0,0,0,0,0,0,0,0,No
275,7,1,235,198,440,172,62,33,Yes
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
213,9,3,150,140,520,172,57,16,Yes
216,6,1,188,178,435,172,72,31,Yes
0,0,0,0,0,0,0,0,0,No
76,4,1,67,67,316,172,79,16,Yes
0,0,0,0,0,0,0,0,0,No
172,4,0,155,138,417,172,104,38,No
0,0,0,0,0,0,0,0,0,No
191,4,0,171,170,417,172,104,42,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
127,6,2,103,101,311,172,51,17,Yes
78,1,0,78,78,28,28,28,78,No
0,0,0,0,0,0,0,0,0,No
88,2,0,87,87,291,172,145,43,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
86,2,0,85,85,291,172,145,42,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
102,2,1,101,61,80,44,40,50,Yes
224,4,3,216,216,55,44,13,54,Yes
0,0,0,0,0,0,0,0,0,No
397,4,3,377,377,55,44,13,94,Yes
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
253,2,2,251,251,41,36,20,125,Yes
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
193,1,1,193,193,36,36,36,193,Yes
0,0,0,0,0,0,0,0,0,No
514,1,1,514,514,36,36,36,514,Yes
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
204,1,1,204,204,36,36,36,204,Yes
144,1,1,144,144,36,36,36,144,Yes
98,1,1,98,98,36,36,36,98,Yes
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
203,7,2,181,178,468,172,66,25,Yes
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
159,4,0,151,75,327,172,81,37,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
484,11,3,388,209,518,172,47,35,Yes
139,3,1,132,75,327,172,109,44,Yes
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
554,8,2,531,521,477,172,59,66,Yes
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
677,9,3,597,573,479,172,53,66,Yes
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
148,1,0,148,148,119,119,119,148,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
0,0,0,0,0,0,0,0,0,No
